"","Formality","Narrativity","SentenceStructure","SentenceLength","SentenceComplexity","Cohesion","Dialogue","Organization","GrammarUsage","Concreteness","Conventionality","Mechanics","Interactivity","Contextualization","StanceTaking","VocabularyLength","VocabularyFrequency","lt_final_scr","logdta","logdtu","hscore"
"1",-0.00447310822315807,-0.000507635295406049,-0.00102783737235816,-6.48450774595791e-05,-3.55175994730239e-05,-0.00151305092730499,-7.5540112693323e-15,0.0100035686156655,-0.000639179687912774,-6.78795474891409e-16,0.00371884224539092,-0.00336534861363326,3.70339945268574e-15,4.29126532396805e-15,-4.34333061219399e-05,0.0115913316173229,-1.77263283940749e-15,0.00290428775292426,-1.46176389285022e-14,2.82888898171355e-05,0.00336122316553422
"2",0.00239732130772207,-0.00030807417748291,0.000392547551703776,-3.93532405779505e-05,-2.15549535967672e-05,0.000636978943180689,-1.99950852238115e-14,-0.00525108610928613,0.000208067341680169,-1.34986406561801e-14,-0.00247792173044601,0.00309681513664187,3.4899288566586e-15,1.03401355672203e-14,-2.63588450053669e-05,-0.00550999514808614,-1.89200823033311e-14,-0.00118051544723031,-2.56775470420016e-14,-0.000185140654686377,-0.00136624749539423
"3",-0.000367791627304312,-0.000184441654914976,-0.00612318644546728,-2.35604842834328e-05,-1.29047859412352e-05,-0.00138694172555352,-2.02861695215618e-15,-0.00515206255013997,-0.000903392102969941,8.93597529528281e-15,0.00145564172179689,-0.00543092524753191,5.11095097496048e-15,1.37601067012109e-15,-1.57808389819798e-05,-0.000680933667502864,-5.46098636369287e-15,0.00249246314933204,-1.41289282119542e-14,0.000797495431222202,0.00288460565533642
"4",0.3823260294548,0.185113278738869,0.205216441895051,0.0606376301359892,0.160407783362436,0.0453362431028962,0.14065769391284,0.616275519798326,0.509004774008382,-0.016126575078993,0.677754589960535,0.647528331383898,-0.0854566506863658,0.136260497155115,-0.00526887876213516,0.254123070538031,-0.200404312810286,0.38771262704197,0.331622673973091,0.429726726854365,0.502770011368017
"5",0.00930046781012145,-0.000739767625286886,0.00215185686858893,-9.4497544585706e-05,-5.17591476729389e-05,-0.00456592254121513,7.33433089545867e-15,0.0184129651631844,-0.00435898910349551,5.83108185676069e-15,0.00563667534397056,-0.00145858736212704,1.87600850070565e-16,-3.76985079242847e-15,-6.32945620900717e-05,-0.00880244087946902,-7.72188817620446e-15,0.00958882720031466,3.27101865802754e-15,-0.00375011469046075,0.0110974499972989
"6",-0.00392227269298255,0.000198610679196713,-0.00549394359814426,2.53704283239995e-05,1.38961467445637e-05,-0.000978954122931221,2.48786810312483e-15,-0.000283691507412839,-0.000218786277351899,2.51007826478285e-15,0.00472938480454102,-0.0111234958421505,7.14953740508893e-15,2.37347363864452e-15,1.69931415448646e-05,0.00478455278629336,-9.17666224121742e-16,0.00151888655333958,-1.47531195744641e-14,0.00165826865139219,0.00175785497280309
"7",-0.00763248020132664,0.00103765942916923,0.0094859405012064,0.000132550093874208,7.26016735427814e-05,0.00309160033276239,8.38514270612384e-16,0.0168988394237861,0.00300505254107407,-2.39435887890325e-15,0.00583668255195373,-0.00714624751151443,3.00561359086248e-16,2.41394745229583e-15,8.87822025833827e-05,0.0122819771070351,3.88796150670718e-15,-0.00620437441176585,-4.15235967633757e-15,0.00118786504541209,-0.00718051679945959
"8",0.000935678800513149,-0.000629052944209147,-0.00780277649884322,-8.03549068836411e-05,-4.40127995894662e-05,-0.00796358496355525,-1.07815573812288e-15,0.0155859958364428,-0.00593688754910283,2.40773789036059e-15,0.00248094916337768,0.00548894248886174,1.76389910669802e-17,1.7245834628962e-16,-5.38218073847834e-05,0.01340499644963,-1.37403759954483e-15,0.0160330064678612,4.10839002196313e-15,-0.00337952987111112,0.0185555004659522
"9",0.00118161701964181,-0.000757967789782503,-0.00583290862167614,-9.682242445708e-05,-5.30325543057113e-05,-0.00429543841329831,-4.08950946303336e-15,0.000882282028594431,-0.00328867982364442,4.13582713197421e-15,-0.00376770570202327,0.0112798484849262,-1.18359882405429e-15,-2.82281423648475e-15,-6.48517692527355e-05,0.0071795997319118,-5.39417123901691e-15,0.0087265173391765,4.35436612113874e-15,-0.00216815571127124,0.0100994717913822
"10",-0.00488207744633358,0.00104735439275938,0.000562392382684133,0.000133788523650117,7.32799987856188e-05,0.00103965900950583,-2.05901682596925e-15,-0.00360150198687986,0.00123006914053739,-7.23844936858756e-17,-0.00541036146635584,0.0101463079965915,1.41982037792449e-15,2.11331647533507e-15,8.96117042455429e-05,0.0109781804258961,2.63736312351688e-15,-0.00206671500834058,-9.07880016859735e-17,0.000280079317276377,-0.00239187399924766
