"","holistic_essay_score","Formality","Narrativity","SentenceStructure","SentenceLength","SentenceComplexity","Cohesion","Dialogue","Organization","GrammarUsage","Concreteness","Conventionality","Mechanics","Interactivity","Contextualization","StanceTaking","VocabularyLength","VocabularyFrequency","lt_final_scr","logdta","logdtu"
"1",1.27674737521413e-14,0.00127927707900361,-0.000253930627928191,2.02327871066283e-15,0.00371930118057804,6.83205396803009e-05,-8.56745336528384e-15,-2.86814131144437e-15,-0.00577614788047396,0.0118728215134141,1.53156317999806e-15,0.000777148780377882,-0.0121685950780337,-1.04355198120668e-05,5.18789694092862e-15,2.87655549693708e-15,-8.1079687089268e-06,-0.000152096916023367,3.78702776080462e-15,0.00762284847901836,-2.19603753988727e-15
"2",-3.34871655262726e-14,0.000682959556960012,-0.000204082979537694,3.86037216170736e-14,0.00329601846046824,5.49089310141892e-05,-2.74903298851669e-13,-1.35286943217295e-13,-0.000580618770076085,-0.000731418808233693,-3.88069290048105e-14,-3.77039597298756e-05,0.00055921689068937,-8.38698352966283e-06,-2.74470907903749e-14,1.07309167466139e-13,-6.51634046892918e-06,-0.000738337152287425,-1.79492188811277e-14,0.00243168220944939,-9.99939922797472e-14
"3",-3.26579624939024e-14,-4.45094591126246e-05,-0.00145689385046303,2.27302595935066e-14,-0.00126835029253448,0.00039198018354236,-1.50895551582785e-13,-8.12985232255256e-14,-0.00385031476432958,0.0103658897293703,-2.68127887511678e-14,0.000658804442417922,-0.0104942954491363,-5.98724335891852e-05,-7.353801302396e-16,7.6650059038214e-14,-4.65184127943135e-05,0.000351122223905717,-7.01599528219622e-15,0.0022121452088112,-9.4331787288721e-14
"4",0.495238345478333,0.28042005841438,-0.0493087893207201,-0.127710072900498,-0.226154926099249,-0.0540764667733159,0.132201374880561,-0.0621424941139155,0.376132310633981,0.560097292153605,0.0221927179670808,0.69022029074,0.678271595282385,-0.0356356196045223,-0.0487703537884777,0.080121478426413,0.241056300356108,-0.0663540005659369,0.118791964957972,0.026168094990466,0.310420620615142
"5",6.20957881501742e-15,0.000852332576814618,-0.000740458315475889,-9.00400158238675e-15,0.00297481605097247,0.000199221780096226,5.20572508633072e-14,2.79597504239334e-14,-0.00260451130537505,0.00408352633769366,9.99689008863849e-15,0.000269774561707286,-0.00431803158535697,-3.04298362129982e-05,-8.18124523122893e-15,-2.539165467121e-14,-2.36427283083589e-05,-0.000583004071842678,6.71815704964669e-15,0.00428839390067562,5.23196741849698e-14
"6",1.49252744360847e-14,-0.00231147564732135,0.00040765187076429,-1.53593341267675e-14,-0.0188720359558049,-0.000109679545375205,1.17813216559688e-13,7.31000110803073e-14,0.00414259126390433,-0.00537356007081468,2.47083235169411e-14,-0.000404758575539388,0.00637735377887254,1.67528400196152e-05,2.4143951545521e-15,-6.73439470383544e-14,1.3016266093102e-05,0.00347138802625982,7.05095788013294e-15,-0.00815832808556832,7.5548848530535e-14
"7",-2.57110955730972e-14,-0.00126015079375943,-0.000298292582130951,1.44239511467699e-14,-0.0013753240177156,8.02562116003891e-05,-1.12769015088375e-13,-5.70213544277598e-14,-0.00440548694333318,0.0177308160873214,-1.7891652442203e-14,0.00113904931143532,-0.0178245970230806,-1.22586164055394e-05,-1.67345503193321e-15,5.64619999754611e-14,-9.52443962343341e-06,0.00113302623292858,-8.44608987201198e-15,-0.00218760754550676,-6.71510782899673e-14
"8",-1.43803841818284e-14,-0.0015340861194535,0.000228668564841323,1.50686717788987e-14,-0.00799796742774021,-6.15237313791937e-05,-1.40108222280464e-13,-7.11912836020731e-14,0.00018279959178827,0.00467045000933459,-2.44187328262002e-14,0.000277259815635222,-0.00429537542613377,9.39735134147864e-06,1.70072710559594e-16,6.8617723973563e-14,7.30135459157577e-06,0.00186532208916935,-1.12540541640562e-14,-0.00472835025471096,-7.54228130434031e-14
"9",-1.7389035366704e-14,0.000438507189876317,0.00120154804511896,1.71629005524451e-14,0.00290667728115709,-0.000323278887437245,-1.1496104459295e-13,-5.93102107710463e-14,-0.000550436463709282,0.000896278049920619,-2.11037189391985e-14,7.2338365851078e-05,-0.000956305800830528,4.9378755626295e-05,2.093024366022e-15,5.8031872413507e-14,3.83652575562393e-05,-0.000135906967840213,-8.18486502559717e-15,0.00153452269184774,-7.40309893232926e-14
"10",-3.30111113131995e-15,0.0026873052604909,9.18558356806846e-05,2.64936497026885e-15,0.012994053703437,-2.47139949877341e-05,-2.28403915466959e-15,-1.99338002947266e-15,-0.000320394129351509,-0.00810006694674973,-1.20194250393598e-16,-0.000481478996833996,0.00752957385485237,3.77490262208591e-06,2.60810942130262e-15,9.67749217985683e-16,2.93294372229443e-06,-0.00291352061460211,-1.84980203084248e-15,0.00845709155235877,-4.16621017451071e-15
"11",4.71532573692033e-15,0.00254552276459074,-0.00031447496735653,-3.29729474904082e-16,-0.00520766630406491,8.46101144265587e-05,8.87685232420897e-15,2.84322591180383e-16,-0.00357337314347514,-0.00151731102481427,1.66094276221788e-15,-0.000115798350087418,0.0017624543611439,-1.29236468163077e-05,-8.13904619675933e-18,-3.69052768897958e-15,-1.00411408247389e-05,0.000822642588536465,6.97402168482009e-16,0.0128206155177644,4.04853601709033e-15
"12",9.1632167301979e-15,-0.00291326585855306,0.00114736447414317,-4.58479008283246e-15,-0.0015953037235584,-0.000308700690134693,2.22553256905392e-14,1.08463273163651e-14,0.00299186628514607,0.00399498364367993,6.15809036170313e-15,0.000257927598626027,-0.00386133237344508,4.71520304697364e-05,-1.78744615793091e-16,-9.73537340564897e-15,3.6635183923304e-05,0.000882387549944751,7.43824978333626e-15,-0.0127704505076992,1.64109996911913e-14
"13",-2.44155862515988e-15,-0.000432255962138923,0.000217099730615848,1.45321100879029e-15,-0.00299098307876597,-5.84111136143222e-05,-1.98169839430721e-14,-1.19573314900804e-14,0.00605091096719768,-0.0161524859564864,-4.83557608986376e-15,-0.00105130629032183,0.0164431560256234,8.92191917556332e-06,-1.05894364167275e-15,1.14366323102342e-14,6.9319634100976e-06,-0.000231734552683587,-2.65020637002674e-15,-0.00460070675477308,-1.46225495478801e-14
"14",6.28631782167085e-15,-0.00054229747284453,0.000828317285967734,-2.061332091305e-15,-0.0117429798061282,-0.000222860410608408,5.65244402240962e-15,4.93227777006737e-15,0.00179800478533871,-0.00457412429461307,4.63972497487245e-17,-0.00032876763057683,0.00525161773626068,3.40404838984001e-05,-7.87943854366447e-16,-5.55821731217166e-15,2.64480527324374e-05,0.00227288320975474,2.53418290396896e-15,-0.00114085786963756,7.17633673750294e-15
"15",1.67207470326813e-15,0.000334004337617481,-0.000880688301415769,-1.12039021391189e-15,-0.0141227560562161,0.000236950936302177,3.69931914423854e-15,7.51781673732202e-16,-0.000701003169439075,-0.00236912763441025,1.29126729443587e-15,-0.000201455466482851,0.00301813667404015,-3.61927204056763e-05,-1.85937078933278e-15,-3.93102018576917e-15,-2.81202517757274e-05,0.00231687838634429,8.73548828276878e-16,0.00408205947573572,2.92322935944749e-15
"16",-2.22755978445069e-15,0.000332814394024315,0.000481673894704592,-3.08694946981614e-16,0.0119063275870084,-0.000129595317843228,3.09297194733812e-15,-1.93267820213513e-15,-0.00204329931217981,0.00690100085292765,-3.25242567409944e-16,0.000485274692720378,-0.00750626731780256,1.97948452035417e-05,2.29781054225395e-16,-1.17579306695887e-15,1.53797787174817e-05,-0.00176889390984146,-1.43977923960425e-15,0.000441897720661883,-1.44941478286901e-15
"17",-3.5379402356994e-15,-0.000840658456527465,-0.00158644605124537,4.53491683509876e-15,0.00403728376933188,0.000426836460350014,-2.18493038717817e-14,-1.1253615219768e-14,-0.00166400465239824,0.00827229027071573,-2.14373256641184e-15,0.000539835884523202,-0.00865573100608254,-6.51965040152665e-05,-1.28641037471778e-15,9.32661145891661e-15,-5.06549960152974e-05,-0.00082489587884402,-3.22920113618556e-15,-0.00302506599247865,-1.71823205162215e-14
"18",2.10196451074575e-15,-0.000731594876903766,-0.000769012351634424,-2.27947209925877e-15,-0.00318416274819715,0.000206904300255915,4.53742463523088e-15,5.28058192851943e-16,-0.00374405395226452,0.0129956790428101,5.01565544041593e-16,0.000825559049191375,-0.0129984732843593,-3.16032914089881e-05,-8.99812653994001e-16,-2.46502968111654e-15,-2.45544546359134e-05,0.00107767093857222,-1.96991311163307e-15,-0.000198343346119223,1.57644110698549e-15
"19",4.66345062168835e-15,0.00269003236135228,-0.000736792473430947,-7.10150736983602e-15,0.0114260611188002,0.000198235478019876,6.43822411221412e-14,3.24566215335659e-14,-0.00392186283421206,0.00162389882450527,1.13703737314491e-14,0.000137701404961284,-0.00225571466676629,-3.02791849579117e-05,2.1359185486941e-15,-3.42032922350639e-14,-2.35256785062687e-05,-0.00234318777058894,-8.23843504452325e-16,0.0107662252044794,3.0092188376602e-14
"20",-6.27854963992294e-17,-0.00142170533657684,-0.00126325299734387,-5.72822073990523e-16,-0.0069910617201473,0.000339880727406589,1.40207219224013e-14,6.96338489943035e-15,0.00363324026696484,-0.00643824412182764,3.51212625813832e-15,-0.00044330778728704,0.00673861327172349,-5.19145791501448e-05,6.92294516361266e-16,-9.85387988119674e-15,-4.03354879199736e-05,0.000602945719877164,-1.68404767795372e-16,-0.00641969494902437,4.15263897219158e-15
"21",1.63744382100642e-14,0.000855236704446503,-0.000386490998728144,-6.53170956586662e-15,0.00031995057129776,0.000103986170661083,2.88822887238955e-14,1.20938977888606e-14,-0.00266230268400418,0.00395380574670415,5.65953311856284e-15,0.00025456883748901,-0.00402970112091453,-1.5883213876997e-05,2.26723026531942e-16,-1.10375812745386e-14,-1.23406024216496e-05,3.19698013124815e-05,4.75286958036352e-15,0.00478302136622223,1.77002129231666e-14
"22",-9.31442288072974e-15,-9.46676822227855e-05,-0.00114570795714194,-1.36348503933921e-14,-0.00901830281309015,0.000308255000876944,1.3167474977543e-13,7.54494642656284e-14,-0.000537093236946365,-0.000257520240966538,2.56245454564055e-14,-5.01663086455648e-05,0.000618216944506811,-4.70839542826195e-05,6.74605452340827e-15,-7.7375011231782e-14,-3.65822915288698e-05,0.00136527772240108,-6.55127460742586e-15,0.00145436570994646,5.28248684974473e-14
"23",2.01779743460539e-14,-0.00242240711852341,0.000410486137590453,-6.00744892843182e-15,0.00228989618946431,-0.000110442110453495,5.17546818757345e-14,2.21150591550293e-14,0.00388023270689779,-0.000365103078837575,1.02353503810941e-14,-1.45282778364374e-05,0.000285890896090334,1.68693168699643e-05,2.20513488540065e-16,-2.11957214907606e-14,1.31067638145028e-05,-0.000332646422961904,3.55160294260159e-15,-0.0120205750170902,3.12201333675408e-14
"24",1.78438612131176e-15,-0.000546496305527593,0.000826292280322528,-5.76569045868039e-15,-0.0168185894695228,-0.000222315578837113,5.29379153445045e-14,2.52827195669824e-14,0.00247432252345046,-0.00742632510501631,1.11006809066907e-14,-0.000528954227645867,0.00837643186539839,3.39572643834321e-05,5.51156724591881e-16,-2.49132676071635e-14,2.63833946031748e-05,0.00309533865124792,6.24190644800529e-15,-0.000681562502575901,2.41198314386611e-14
"25",3.22397261392727e-15,-0.00129396720930664,-0.00025792105700478,1.33089017242864e-15,-0.00698207584657955,6.93941725454135e-05,8.10236574043903e-15,2.41177989996171e-15,-0.00437296851407893,0.0168011984236713,2.21100489051881e-15,0.00106149370200228,-0.0166080676659035,-1.05995102779705e-05,1.46001709920333e-15,-2.89165468280507e-15,-8.23538253944547e-06,0.00217527804124677,1.7297316302491e-15,-0.00138952380011672,-3.33609566845152e-17
"26",-9.4691141782135e-16,0.000476472351399645,0.000393592153534472,2.68257696340867e-15,-0.013562885396273,-0.000105896750471334,-1.30615765794144e-14,-6.56586195792156e-15,-0.00355440690862748,0.00608900512723699,-1.76747373651907e-15,0.000351983646061228,-0.00543814525282472,1.61750425663387e-05,-4.62806087462919e-16,6.35014803823025e-15,1.25673412856392e-05,0.0030657398670094,-1.60363355859288e-15,0.00616285304401673,-8.42572641323914e-15
"27",3.83545412693724e-15,-0.000411751430391138,0.00145054125982334,2.2309710181488e-15,-0.0054888514009448,-0.000390271006334718,1.26568422467093e-15,-2.59076017136086e-15,-0.000634333200592493,0.00338079105584279,1.8255179623943e-15,0.000207306454531749,-0.00302744450785058,5.96113677994515e-05,7.33235224083092e-16,-6.16058905605225e-16,4.63155754148471e-05,0.00169383542015236,-1.01850035315825e-15,-0.000310709003332558,-1.86589945723324e-15
"28",0.151313152360501,0.36251246451816,0.139620314236597,-0.18704977106703,-0.278508565534918,0.12233230924509,0.0127356606311108,0.145862015219657,0.201341287151965,0.0665827149704283,0.0216385048828383,0.0865308949249996,0.0586766556238753,-0.332034675395947,0.0650213384282535,-0.232815778082272,0.382391378872905,-0.323078011500642,-0.0901823175291849,-0.036345081787926,0.191573075552517
